X,causal
"The internal proletariat, consisting of failed citizens, conquered peoples, and slaves, turn away from the aggressive conquering state.",False
My credit card bill is approaching its limits.,False
"In the 1880s the railroad had dug a large water well here, which had later turned into a cold bubbling mudpot driven by naturally-occurring pressurized carbon dioxide gas.",False
Its introduction supplies useful historical background.,False
The lymphomas are caused by neoplastic proliferation of cells in the lymphoid system.,True
"Acne is caused by infections that occur when pores in the skin are filled with oil, dirt, or other substances.",True
"His story begins with an old woman's attempt to locate her father's wartime Swiss bank account and spirals quickly into an emotionally charged, multibillion-dollar international knot of lawyers, bankers, and politicians.",False
The v = 1 emission originates from an 80 AU diameter ring of maser spots centered on radio continuum source I.,False
"The largest of the bulls, sometimes fourteen feet long, establish themselves on a fixed part of the rock, and each gathers about him his harem of cow seals.",False
It is the federation of different companies of believers that has brought such evils as dabbling in politics into the Church of God.,False
"A girl with a mitochondrial disorder who developed a neurodegenerative disorder with ""features of autism"" after getting a fever from vaccines.",True
It dated back to the Meiji time that ryes were the raw material of wheat liquor.,False
"Swype -- founded by the Cliff Kushler, the inventor of the T9 text input technology -- raised $1.3 million earlier this year.",False
"It is no accident that the title of the exhibition is a homage to one of the classic figures of contemporaneity, Antoni Tapies, whose work breached all the boundaries imposed on artistic creation by the critics.",False
"The storm caused a tremendous amount of damage on the landing beaches, and for the time completely isolated the troops at Anzac.",True
"And on other stormy days the boy learned to whittle out a straight shaft for the long bow, and tip it with gray goose feathers.",False
